,mean_mfccs,mean_chroma_stft,tempo,pulse,flatness,contrast,zero_crossing,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
682,0.44745063695606946,1.6477721654964887,0.0932692296925024,1.011736799452396,0.01231076754629612,-0.4518978785516229,0.8983750117369589,0,0,0,0,0,0,1,0,0,0
357,-0.27813764993475526,-0.10452130186869625,-0.17438304651540126,1.2155418864017773,0.0064120222814381105,0.05772622152114532,-0.26933734486373523,0,0,0,1,0,0,0,0,0,0
0,0.49890747815620484,-0.3501367537510918,0.0932692296925024,1.249743060007584,0.004498349502682686,0.0017674317218269366,-0.49312452773499627,1,0,0,0,0,0,0,0,0,0
737,1.1686089398190034,0.8956608098615024,-0.8488667825593171,1.430163604905547,0.09015903621912004,-1.9641454290297669,1.4616851960593624,0,0,0,0,0,0,0,1,0,0
325,-0.7227131775324854,-0.2531551568504304,0.0932692296925024,1.5208862195983834,0.04133984073996544,-0.7304820408012822,-0.09493991748993615,0,0,0,1,0,0,0,0,0,0
806,-0.19501195971907698,-0.44425978972740804,1.478763365356941,-0.5756655951064351,0.002965535037219525,0.892713533244906,-1.0240734186452571,0,0,0,0,0,0,0,0,1,0
919,-0.1234422289703625,0.7002564751064921,0.0932692296925024,0.5983612227579974,0.011392946355044842,-0.18666664458365428,0.5869561881766292,0,0,0,0,0,0,0,0,0,1
544,-0.13310964854226984,-1.2514501731459566,-0.8488667825593171,-0.029313141571316644,0.00031015559216029937,1.0834943937699988,-1.2907925292316238,0,0,0,0,0,1,0,0,0,0
45,0.3402298657810808,0.6215112050219226,0.38768673352119604,0.05259369328461518,0.0016980449436232448,0.6486615046847832,-1.3295394959257614,1,0,0,0,0,0,0,0,0,0
298,0.07311475308946021,-1.320820545798443,-0.17438304651540126,0.2300189767463376,0.0014112350763753054,2.248044653829455,-1.0028599955389697,0,0,1,0,0,0,0,0,0,0
155,-3.584631744735777,-2.3521692921949744,0.0932692296925024,-1.2909268067133475,0.0006993396091274918,0.7898029822245272,-1.059609510073307,0,1,0,0,0,0,0,0,0,0
353,0.9293683606184296,1.0917523232480137,0.7130955535423843,-1.7188835660402928,0.00984810758382082,0.19292364860184458,1.2072684277846353,0,0,0,1,0,0,0,0,0,0
788,0.7866535560570019,0.6446836859376822,-1.0391057850332424,-0.8483908054441769,0.09491005539894104,-1.6187217312934767,1.6311761174085782,0,0,0,0,0,0,0,1,0,0
266,0.443947495697623,-0.7107230661885177,-0.4187612117487038,0.4305198443609039,0.002453434048220516,0.9223694623475692,-0.11294246533013592,0,0,1,0,0,0,0,0,0,0
972,0.8795945299973852,0.30310992386876595,-0.8488667825593171,0.5805119176305504,0.006067268084734678,0.22010242811551206,-0.5253054348962352,0,0,0,0,0,0,0,0,0,1
766,1.386040438283183,-0.2998121408433585,-0.6427745298792317,-0.8408679134968808,0.031436923891305917,-0.5290731411641248,-0.09411014073577863,0,0,0,0,0,0,0,1,0,0
534,-0.05363785279731852,-0.8202143796633687,-1.0391057850332424,1.2376541118809503,0.0010894951410591602,0.9955238607548929,-0.5810087091753303,0,0,0,0,0,1,0,0,0,0
561,1.174356149328598,-0.1031155599204545,2.4486092603220513,-0.1942516353912872,0.027430381625890732,-0.9588418523608198,-0.20793386505607986,0,0,0,0,0,1,0,0,0,0
823,0.341172720205489,0.6116903531088543,0.38768673352119604,0.621587404479495,0.01253613643348217,0.25230125547514565,0.39700946597492204,0,0,0,0,0,0,0,0,1,0
963,-0.7042556842595091,-0.6000135890004705,0.0932692296925024,-2.165185670939875,0.010116086341440678,0.11353375180597354,-1.1426954172395996,0,0,0,0,0,0,0,0,0,1
304,0.09913931824013941,0.04194263057299496,0.0932692296925024,1.1719749413230467,0.06944665312767029,-0.9172199031323933,1.562340724063686,0,0,0,1,0,0,0,0,0,0
98,0.4790388939749604,0.7871763608817705,0.0932692296925024,0.49675017096901825,0.009164348244667051,0.12986505234752943,0.5923316984535626,1,0,0,0,0,0,0,0,0,0
728,0.9868843601363926,-0.35839311559870896,-1.0391057850332424,1.2017327103775886,0.05916944146156311,-1.3426401771623606,0.41851150708265566,0,0,0,0,0,0,0,1,0,0
61,0.38093722440790206,0.8970552387255301,0.38768673352119604,-0.5452340183736092,0.005138886161148547,0.8056756894472055,1.5264438601338286,1,0,0,0,0,0,0,0,0,0
25,-0.08828553098712856,-1.0741810773255052,-1.3788182894509657,-0.10607559453325592,0.0003999181790277362,0.23287261817435245,-1.2426294002403078,1,0,0,0,0,0,0,0,0,0
857,0.18289656527064127,-0.07105391431744792,-1.2152530095461358,0.5452588898725826,0.0242861807346344,-0.8377259367216249,-0.5945016007429349,0,0,0,0,0,0,0,0,1,0
502,-2.161457745472968,-1.3586504045982062,-0.6427745298792317,-1.3529338030522156,0.00010859917529160157,2.4756959981902384,-1.0951456015013565,0,0,0,0,0,1,0,0,0,0
429,0.9376206283550853,0.744220945056292,0.0932692296925024,-0.399525048634993,0.055100034922361374,-1.572951553428224,0.3104240655410954,0,0,0,0,1,0,0,0,0,0
608,0.08783575553752501,1.0766986224782917,-0.17438304651540126,0.35057155417353136,0.044163208454847336,-0.35829069409204034,0.8817794766538087,0,0,0,0,0,0,1,0,0,0
676,0.012498763740011546,1.4367240249015811,1.0746609091214812,-0.22151406483540872,0.015633322298526764,0.06016743849492558,1.4054768402777367,0,0,0,0,0,0,1,0,0,0
89,-1.0953716839058625,-0.3698934131103762,-0.6427745298792317,-0.6643605765554044,0.0007642479613423347,0.18034570196834998,-1.8651062748591596,1,0,0,0,0,0,0,0,0,0
51,1.0659236439522914,0.1837525061439886,-1.0391057850332424,0.8216958645118355,0.0045955562964081756,0.4752390719948081,0.06993311583614203,1,0,0,0,0,0,0,0,0,0
921,0.18632087233368722,0.17429768724600128,0.38768673352119604,-0.8236594243123166,0.007662934716790914,0.0533597238927168,0.4277472831289305,0,0,0,0,0,0,0,0,0,1
436,-0.5345754427255607,1.7029369537571635,-0.17438304651540126,0.6194693350668237,0.06902485340833664,-1.33949147399215,0.49762891672906473,0,0,0,0,1,0,0,0,0,0
763,0.14401833372677497,-0.7595160334688442,0.0932692296925024,1.060826172899,0.0110709760338068,-0.5658726503593602,-0.6946881244949085,0,0,0,0,0,0,0,1,0,0
944,0.6493875872957096,-0.8202826231068582,-1.3788182894509657,0.5525283276643922,0.007303598802536727,-0.12269967983216011,-0.8313848254298122,0,0,0,0,0,0,0,0,0,1
85,0.25617814498135494,-0.7760262025966759,1.0746609091214812,-1.4947959364432093,0.0008443803526461124,1.6140431642709612,-1.0586354243184264,1,0,0,0,0,0,0,0,0,0
985,-1.1413912223384957,-0.6975082890110041,-1.2152530095461358,-0.11668224339527598,0.006199170835316181,1.7597919115478395,0.4135328465577106,0,0,0,0,0,0,0,0,0,1
628,0.689922089664811,1.252985669601256,0.7130955535423843,0.8903341996660757,0.02285396493971348,0.005454291580560955,1.8215196893622736,0,0,0,0,0,0,1,0,0,0
460,0.7871890414917104,0.7450873083442278,3.0374442679794385,1.6788040721252657,0.00781962741166353,-1.1165160687181033,-1.190353464728385,0,0,0,0,1,0,0,0,0,0
90,0.39712192127198354,-0.013069248581679413,1.0746609091214812,0.595175385532562,0.002966185566037893,0.9350768616972193,-1.0877858424644813,1,0,0,0,0,0,0,0,0,0
893,0.008321879887037009,-0.09430193744070724,-1.531103205224428,0.8174962106644673,0.017214998602867126,-0.3666051796058451,-0.34463056599098363,0,0,0,0,0,0,0,0,1,0
80,0.6311829853499759,-0.1278039941210003,-0.17438304651540126,0.7942436355546497,0.003936002030968665,0.9679623946537745,-0.22976060141544033,1,0,0,0,0,0,0,0,0,0
665,0.09866922968350883,1.113383670143155,-0.17438304651540126,0.9797549992938432,0.020025294274091717,0.21323440956262085,1.6144001960745242,0,0,0,0,0,0,1,0,0,0
566,0.17168479257083624,-1.480618225271003,0.38768673352119604,-1.3627734911007054,0.0023512558545917273,0.6004489205205606,-0.34859906351086734,0,0,0,0,0,1,0,0,0,0
163,-2.537441849377067,-1.8589440011645706,-1.0391057850332424,-0.6342076829521913,0.00021545357594732195,-0.3341440856478998,-1.6167504846148004,0,1,0,0,0,0,0,0,0,0
478,0.15504922548707423,0.5623496135896121,-1.2152530095461358,0.33525950756736356,0.043765299022197716,-1.354700409773542,-0.16846535335832724,0,0,0,0,1,0,0,0,0,0
942,0.3317514392193831,0.8050846082556324,1.9333786286218375,0.387110483335965,0.06590057164430617,-1.5344426348929143,0.8134491648114472,0,0,0,0,0,0,0,0,0,1
110,-1.6720821642131365,-1.6375190253081688,-0.8488667825593171,-0.570227780836412,0.0009902707533910866,1.023566578731813,-0.41667683460196353,0,1,0,0,0,0,0,0,0,0
693,0.052323671330643876,0.8049787761774945,2.4486092603220513,-0.6073768630347118,0.014045109041035177,-0.3844984160619622,0.9072860925316069,0,0,0,0,0,0,1,0,0,0
64,-0.18497875504978228,-0.5636715832440573,1.478763365356941,1.0643706496951348,0.010589884594082829,0.7396521828945382,1.0320051464064979,1,0,0,0,0,0,0,0,0,0
55,0.7590164185560933,0.6643666277804701,0.7130955535423843,0.24194568316241394,0.004766665864735843,0.32512713352593386,0.22549821861558383,1,0,0,0,0,0,0,0,0,0
908,1.121835136411081,0.3685666992593248,0.0932692296925024,-1.8413710117141742,0.004039701540023089,0.6714118430107814,-0.4476311152570565,0,0,0,0,0,0,0,0,0,1
340,0.675199488951912,0.5168191938215593,0.7130955535423843,1.4502489734169786,0.04095204547047615,-0.8236292236596047,0.5459724319712845,0,0,0,1,0,0,0,0,0,0
302,0.47371241970616573,0.4089595190410458,-0.4187612117487038,-0.0836268533530028,0.06651104241609572,-0.7012051055512147,1.1884000259400973,0,0,0,1,0,0,0,0,0,0
289,-0.07098436926876493,-0.6918586807294023,1.0746609091214812,0.42300549145100613,0.0018499131547287109,1.6811682453975898,-1.2233280713936006,0,0,1,0,0,0,0,0,0,0
422,0.5255373433280964,0.7452168614053968,-1.0391057850332424,0.8589423693640823,0.007158668246120215,0.03647703949707904,-0.6757475681500089,0,0,0,0,1,0,0,0,0,0
58,0.49421597043056903,-0.26988282914574635,-0.6427745298792317,-0.6779613224394786,0.0050369715318083754,0.7774900672832691,0.01621409031698877,1,0,0,0,0,0,0,0,0,0
125,-0.9648011395021912,-0.9950044502879718,0.38768673352119604,0.33079009776584206,0.0005930219776928425,0.5647191220999067,-0.8453467212497667,0,1,0,0,0,0,0,0,0,0
369,0.309710874042274,0.12871252674787742,-0.6427745298792317,0.930914810484024,0.0060982597060501575,-0.08599254083326527,-0.4798120224182954,0,0,0,1,0,0,0,0,0,0
6,-1.407645273476483,-1.0696722658585986,0.0932692296925024,-0.68071322130989,0.0009689303115010262,1.3340775737704624,-0.7313065334283809,1,0,0,0,0,0,0,0,0,0
337,1.0254803384005935,0.9280717013223666,0.38768673352119604,1.276628607392021,0.11573642492294313,-1.5363543050453925,2.0645360465798803,0,0,0,1,0,0,0,0,0,0
165,-2.834380543266847,-2.100085493178205,0.0932692296925024,-0.10421641320895679,0.00025156853371299803,-0.33224599540007543,-1.3425273059908354,0,1,0,0,0,0,0,0,0,0
186,-1.8683818981511955,-0.8156989993088529,-1.0391057850332424,1.2341205029505942,0.003812001552432776,-0.466508074288741,-0.6417267212295512,0,1,0,0,0,0,0,0,0,0
563,0.8730653019772309,0.05055444222787781,0.0932692296925024,0.19213592546990468,0.03374313935637474,-1.6308709854354886,-0.09021379771625644,0,0,0,0,0,1,0,0,0,0
62,-0.6012387846979632,-0.8180966432859942,-0.4187612117487038,0.9130519205243536,0.003175688674673438,1.415943718981023,0.32326756660544637,1,0,0,0,0,0,0,0,0,0
492,0.7860690610349251,1.2156670892203627,-0.4187612117487038,0.34522378793424746,0.007281363010406494,0.16761175889561977,-0.7433924122389359,0,0,0,0,1,0,0,0,0,0
92,-0.6748045422776664,0.14978369350528334,-1.8061985369442304,-0.3516967357567912,0.0011249759700149298,0.19881753900761842,-1.7059695243118225,1,0,0,0,0,0,0,0,0,0
341,0.4394911040416902,-0.2813075844499146,1.9333786286218375,0.6422301392501524,0.011966857127845287,0.10934310252317161,-1.1908946234810964,0,0,0,1,0,0,0,0,0,0
825,0.09000542760633319,-0.19886293582709888,0.0932692296925024,0.9051734941108655,0.004239837173372507,0.7820905816324203,-0.7149274618463154,0,0,0,0,0,0,0,0,1,0
962,-0.8759253159094901,-0.72375427945119,0.0932692296925024,0.9992457402919489,0.03099467791616917,-0.731439652247415,0.11582337806607013,0,0,0,0,0,0,0,0,0,1
288,0.6937883706167812,-0.30547160245637334,-0.8488667825593171,0.46991042387607695,0.003072803840041161,1.2658278778408578,-0.8993182875201854,0,0,1,0,0,0,0,0,0,0
679,0.5680898711497891,1.147676182965683,0.0932692296925024,1.2264283828076037,0.013673191890120506,0.32308182060237467,0.9607525772994948,0,0,0,0,0,0,1,0,0,0
393,0.3677971089272769,0.35174231834088215,-0.6427745298792317,-0.7945684764509147,0.012690783478319643,0.43524127968438897,0.7969979387290202,0,0,0,1,0,0,0,0,0,0
190,-1.6575352275989002,-1.9932928976958895,-0.17438304651540126,0.22098583959385523,0.0013296693796291947,2.506600395938941,1.154920337772351,0,1,0,0,0,0,0,0,0,0
854,0.08684117360533186,0.21649293679988516,1.478763365356941,1.5817540307207978,0.03498828411102295,-0.7146718951869465,-0.05060097701778076,0,0,0,0,0,0,0,0,1,0
612,0.8215822155861328,2.7714979010491496,0.0932692296925024,0.3079140165776471,0.01840847730636597,-0.2062260728000224,1.7488601074982206,0,0,0,0,0,0,1,0,0,0
411,0.7158121003508813,0.7999856917185527,0.7130955535423843,-0.22503719403804967,0.00821583718061447,-0.017538968250744115,-0.2282092796576676,0,0,0,0,1,0,0,0,0,0
281,0.5412088550479336,-0.002948052529619025,-1.531103205224428,-0.3368399750991414,0.00902120303362608,0.7961205745110495,-0.06200138807490126,0,0,1,0,0,0,0,0,0,0
235,-0.06860444560604201,-0.03437653035479536,-1.0391057850332424,0.8627228341028421,0.026151640340685844,-0.38694924309403606,0.01686348082024247,0,0,1,0,0,0,0,0,0,0
140,-2.217524527779611,-1.568400095075812,-0.17438304651540126,-2.029994078308668,0.000701378972735256,1.3738587117826182,-0.7423461719836938,0,1,0,0,0,0,0,0,0,0
30,-1.591334227964907,-1.4141826856267623,1.0746609091214812,-2.3972002442083844,0.0006982599734328687,2.901060581563455,-1.5373805342171258,1,0,0,0,0,0,0,0,0,0
894,0.11232346722224665,-0.16014372263277052,0.38768673352119604,0.18833799451828612,0.020565999671816826,-0.4730883621966344,-0.19256495647907565,0,0,0,0,0,0,0,0,1,0
430,1.076526886743601,1.9643217502204193,-1.531103205224428,1.4769769367476215,0.09276024252176283,-2.539025658666638,1.649611592250947,0,0,0,0,1,0,0,0,0,0
631,1.2243050871211758,0.8275472843714629,0.7130955535423843,0.9846758136632475,0.016346799209713936,0.05974226760299497,0.5127813618049843,0,0,0,0,0,0,1,0,0,0
918,0.7667625787641048,1.244260727104225,-0.17438304651540126,0.5120381530152459,0.011281718499958515,-0.5249029578281823,0.2898600329380616,0,0,0,0,0,0,0,0,0,1
116,-2.7351149656156895,-1.9519231383514881,-1.0391057850332424,-0.9315361888608249,0.0005235151038505137,0.6841733791774931,-1.33895565822294,0,1,0,0,0,0,0,0,0,0
157,-2.7642364995582445,-1.5287163502176198,-0.6427745298792317,-1.382628693740466,0.009630706161260605,0.0028200045817453863,-0.2019811187762543,0,1,0,0,0,0,0,0,0,0
34,-1.5404936498385084,-1.4243469443864791,0.38768673352119604,-0.801725354204302,0.0008913436322472992,2.918915841216383,-1.3855674654564833,1,0,0,0,0,0,0,0,0,0
619,0.4591765984292161,2.161909510228891,-0.4187612117487038,-0.3205439985019308,0.01987704262137413,-0.8388584868064676,1.3806196149031924,0,0,0,0,0,0,1,0,0,0
373,-0.0855367243198622,0.8283275222440851,-0.4187612117487038,1.0667421732632891,0.021293291822075844,0.14019807721270036,1.7374596964411002,0,0,0,1,0,0,0,0,0,0
651,1.4396253676598143,1.6904276021211742,-0.6427745298792317,-0.6186903113104173,0.048401664942502975,-0.26804136707029264,2.9812589736730195,0,0,0,0,0,0,1,0,0,0
269,-0.01772228358733136,-0.32366377175020866,-0.4187612117487038,-0.3108060026260843,0.0008331250282935798,1.7665728512667611,-1.0181928268657932,0,0,1,0,0,0,0,0,0,0
776,1.563034478930521,1.1865238544065797,1.0746609091214812,-1.5503466442333576,0.0605199821293354,-1.0391329739521564,0.9331174036610318,0,0,0,0,0,0,0,1,0,0
660,0.5535758396467689,1.9796652119213218,-1.531103205224428,0.386277539051636,0.011155208572745323,-0.4839807758242049,0.8559842427745646,0,0,0,0,0,0,1,0,0,0
801,-0.7398957717855761,-0.3639500295773894,1.478763365356941,0.9131668093911564,0.00437391409650445,0.7638066208340466,-0.9486358885172858,0,0,0,0,0,0,0,0,1,0
641,0.0373753526933467,0.948429048959638,-0.17438304651540126,0.5406035619386299,0.00982994120568037,0.11689316961828483,0.8052235517702337,0,0,0,0,0,0,1,0,0,0
503,-0.961471086554435,-0.727709844606173,0.0932692296925024,-2.396078525204789,0.00037309227627702063,0.758617839601462,-1.4113626993357276,0,0,0,0,0,1,0,0,0,0
897,-0.612878097591928,-1.3066248147380444,1.9333786286218375,-0.6795670496082926,0.011309466324746607,-0.5795037194527031,-0.23174485017538218,0,0,0,0,0,0,0,0,1,0
928,0.5129709788170139,0.7851757696667494,0.7130955535423843,-0.19871017732703064,0.017819182947278026,-0.9639178754240743,-0.040355037966444615,0,0,0,0,0,0,0,0,0,1
361,0.17819978994257524,-0.6779173115947368,0.0932692296925024,-0.04146729689262382,0.009786090813577177,0.6290828582486692,0.29025688269005,0,0,0,1,0,0,0,0,0,0
252,-0.11825099517277099,-0.6107318239485124,-0.4187612117487038,0.05928092398113396,0.0008100435370579362,1.4343103779808013,-1.630531994183851,0,0,1,0,0,0,0,0,0,0
348,0.21529818535508125,0.3810450311482734,-0.8488667825593171,0.49162015018336974,0.011254603043198586,0.5571867663578243,1.2118141613074112,0,0,0,1,0,0,0,0,0,0
355,0.7595577981362525,1.0347818207713733,0.38768673352119604,0.5357696904954566,0.0064472220838069924,0.12645019931641036,0.16023447303858704,0,0,0,1,0,0,0,0,0,0
431,1.1781081673978977,1.2382950823410082,-1.0391057850332424,-0.00014728306365527084,0.06671804934740068,-1.502571358310471,0.7811961031498469,0,0,0,0,1,0,0,0,0,0
46,0.19330564934153982,0.11370699782061709,0.0932692296925024,1.4943282607395654,0.0032153248321264982,0.4121678771887788,-1.0802456971767023,1,0,0,0,0,0,0,0,0,0
409,1.1584572721082722,2.227762608505168,-0.8488667825593171,0.8956066671210361,0.01529283821582794,-0.8656873670448781,-0.12773413790424798,0,0,0,0,1,0,0,0,0,0
511,-0.45414124209343715,-0.9574501198295696,-1.0391057850332424,0.48810788884650974,0.003388069337233901,0.8374586418678946,-0.6403557857226823,0,0,0,0,0,1,0,0,0,0
781,-0.48663552673031896,-0.10513001878709376,1.0746609091214812,0.7914692246765551,0.026533978059887886,-0.8866156237416056,-0.42392836188829647,0,0,0,0,0,0,0,1,0,0
812,-0.38205161986963126,0.5940718666661726,0.38768673352119604,1.0044273834400437,0.012895475141704079,0.45354715516630456,0.24047027744059968,0,0,0,0,0,0,0,0,1,0
512,-0.9565880423069547,-0.18251370444567877,-0.4187612117487038,0.3904240179843017,0.002790480386465788,0.356274709749562,-0.955851338553438,0,0,0,0,0,1,0,0,0,0
673,1.6358798048580327,0.6287030421387444,1.0746609091214812,0.48324374263437914,0.02126539871096611,-0.02879636016609755,0.42103691459530895,0,0,0,0,0,0,1,0,0,0
531,-0.8913107991378981,-0.828190104034819,-0.4187612117487038,-0.9986305107983505,0.002690881257876754,0.4315915401086583,-0.7483710727638809,0,0,0,0,0,1,0,0,0,0
555,-0.7380965258735651,-1.3969696455248106,0.0932692296925024,-1.3526628826838731,0.0002667738008312881,-0.02737300221747213,-1.575117337906202,0,0,0,0,0,1,0,0,0,0
875,0.5592875914624721,0.13434790243966066,1.0746609091214812,0.2944848277176507,0.03093437105417252,-1.090139839015659,0.748870886987885,0,0,0,0,0,0,0,0,1,0
562,-0.5360441987969963,-1.1384674959071313,1.478763365356941,-1.2871816625383687,0.006501687690615654,-0.09458062384303614,-0.8641429685939432,0,0,0,0,0,1,0,0,0,0
43,0.507059591830796,0.24783127488954138,0.38768673352119604,0.8442870523614048,0.006467208731919527,0.127020441814483,-0.39391208973790326,1,0,0,0,0,0,0,0,0,0
318,0.5768414240577565,-0.10756634621348506,0.0932692296925024,0.4232224606285188,0.05833776295185088,-0.4720438767705888,0.9543669040175001,0,0,0,1,0,0,0,0,0,0
109,-1.7249089301245746,-1.3244192013933578,0.38768673352119604,-2.3178632714710674,0.0005397310014814136,1.6316648496870942,-1.1338564909453133,0,1,0,0,0,0,0,0,0,0
706,0.24808970664186705,-0.051395788272294,-1.3788182894509657,0.23823780024153451,0.01781126670539379,-1.2293743810429971,-0.8606073980762287,0,0,0,0,0,0,0,1,0,0
497,0.5047828041108083,1.1677992402782473,-0.4187612117487038,-1.240577537112534,0.012245633639395235,0.19228274166306294,0.29584885646806797,0,0,0,0,1,0,0,0,0,0
212,-0.3668048579069836,-1.0055504344053887,-1.531103205224428,0.38980493777297504,0.01178963202983141,-0.5523613271578638,-0.94694025775879,0,0,1,0,0,0,0,0,0,0
14,-0.5799881626403566,-0.6079221647430326,1.478763365356941,-0.5625795202946001,0.0004707424959633499,0.5072575487239321,-1.4016579190371028,1,0,0,0,0,0,0,0,0,0
971,1.0306193834851212,0.9264667031166638,-0.4187612117487038,0.6031423074245309,0.007046248763799667,-0.2511498406238497,-0.3072184575535344,0,0,0,0,0,0,0,0,0,1
452,0.5873429348268022,1.010199948525367,-0.8488667825593171,0.6521478430494122,0.0323285348713398,-1.2832667812631493,-0.5098643718188695,0,0,0,0,1,0,0,0,0,0
510,-0.9941671644544573,-0.6006617192445203,-0.4187612117487038,-0.883688080941384,0.00011529833864187822,1.4257671030562056,-1.6880030537218034,0,0,0,0,0,1,0,0,0,0
625,0.1826316826061483,1.0635692408396902,0.7130955535423843,0.01240975956759366,0.008827869780361652,-0.3626748961668226,0.535041025166514,0,0,0,0,0,0,1,0,0,0
982,0.11816956066647515,0.048638151737167845,-1.0391057850332424,-0.10234519960468974,0.02108490839600563,0.5795081380236524,1.9140578360759257,0,0,0,0,0,0,0,0,0,1
397,0.316834726196667,0.4443917338636677,0.38768673352119604,1.8073848972584687,0.016982560977339745,0.7705507323329543,0.4005811137428174,0,0,0,1,0,0,0,0,0,0
468,0.7430592032189858,0.5315612373680744,-1.2152530095461358,-0.33855205209736206,0.0388568826019764,-1.6277691684789315,-0.19169910247473737,0,0,0,0,1,0,0,0,0,0
967,-0.004150735223966419,0.17299814231409866,-0.8488667825593171,1.1180943916202597,0.010052166879177094,0.6176261856580563,0.38762938092792415,0,0,0,0,0,0,0,0,0,1
158,-1.7778153366154856,-1.384647872123867,0.38768673352119604,-1.7132877795784138,0.0005293475114740431,1.577700735290561,-0.5214812463770745,0,1,0,0,0,0,0,0,0,0
916,0.9863487818804958,1.0144598721395484,1.0746609091214812,-0.045024970382918736,0.01439876388758421,-0.14336616325221557,0.9366529741787464,0,0,0,0,0,0,0,0,0,1
57,0.7352872851312497,0.5596560047318824,-1.3788182894509657,0.3872940726400143,0.0040288507007062435,0.33678880646797943,-0.32716917690349523,1,0,0,0,0,0,0,0,0,0
121,-1.6749887669003378,-1.3706769429949628,0.7130955535423843,-1.4336812695123915,0.0010875584557652473,0.6954808686718222,-0.5767515936540004,0,1,0,0,0,0,0,0,0,0
896,0.36953100872279715,0.46112488023199083,-1.531103205224428,0.6437640608772124,0.0033516772091388702,-0.8848297799370993,-0.5741179543908049,0,0,0,0,0,0,0,0,1,0
214,-0.024498218723064947,-0.16775633349474425,0.7130955535423843,0.19293005594788235,0.04536347836256027,-0.6966840553836724,0.5054216027681091,0,0,1,0,0,0,0,0,0,0
615,0.35541190817025803,1.303711349591314,0.38768673352119604,-0.4382301763299725,0.022025354206562042,-0.27653874142974133,1.5668143030861004,0,0,0,0,0,0,1,0,0,0
717,0.7611263369849998,0.6933365169490252,-0.4187612117487038,-0.9073280178386007,0.050019297748804085,-1.773603196235911,0.5381075914318787,0,0,0,0,0,0,0,1,0,0
712,0.5186941476388656,0.08492359207250622,-1.0391057850332424,-1.2348625922651522,0.04427654668688773,-0.9181834797884663,0.5308199868953649,0,0,0,0,0,0,0,1,0,0
827,-0.1107539438285833,0.30654399233526514,0.7130955535423843,1.678570413011022,0.00803491473197937,0.3098969611769183,-0.3907372917219963,0,0,0,0,0,0,0,0,1,0
465,0.42032891230792196,0.4884448837961837,-1.2152530095461358,1.1106033269941735,0.039714489132165916,-1.3630897599789469,-0.3618754915773874,0,0,0,0,1,0,0,0,0,0
924,-0.01076233044599719,0.32303919899687716,1.478763365356941,-0.5002779271655131,0.008173044770956041,0.28715328490706804,0.9510838742510508,0,0,0,0,0,0,0,0,0,1
96,-1.7375701114794002,-1.4468691054289868,0.0932692296925024,-1.2503690960411473,0.0009251300944015383,1.429014939141725,-1.3238753676473818,1,0,0,0,0,0,0,0,0,0
505,-0.2728815573319111,-1.597913377224879,-0.6427745298792317,-0.6959647183781468,0.0007664524600841105,1.7713181107653369,-1.094171515746476,0,0,0,0,0,1,0,0,0,0
523,-0.2217477338667013,-1.9291329302007296,1.9333786286218375,-1.5019128359760532,0.002698530210182071,1.1569500385142504,-0.5607693718239233,0,0,0,0,0,1,0,0,0,0
382,0.6765197311222322,0.5413441357082909,0.0932692296925024,0.5867194096805475,0.02378546446561813,0.17409953758119495,0.825715429872906,0,0,0,1,0,0,0,0,0,0
60,1.0590442015890695,0.6382928881709092,1.478763365356941,0.6841211041705701,0.0041375188156962395,0.20580867482322687,-0.1493083335123431,1,0,0,0,0,0,0,0,0,0
67,0.015886748711851126,-0.4993147315897389,1.9333786286218375,1.480337436101646,0.005755155812948942,0.8944082086418912,0.2156130520660553,1,0,0,0,0,0,0,0,0,0
469,1.2961906419627307,1.3549369949160286,0.38768673352119604,0.1309812803185435,0.046453215181827545,-1.0743518932406233,0.4102498167912614,0,0,0,0,1,0,0,0,0,0
569,-0.4316151176782209,-1.525302353352147,1.478763365356941,-0.48340828251040857,0.008726217783987522,0.043504640763879894,-0.3847123909418092,0,0,0,0,0,1,0,0,0,0
215,-0.33185962979575945,0.009382479388136626,1.478763365356941,0.26558367936931593,0.016908373683691025,-0.814396983274912,-0.22557564039447203,0,0,1,0,0,0,0,0,0,0
52,-0.07793510990717055,-0.4858189519978565,1.478763365356941,0.9734694914930743,0.0020177217666059732,0.9821723972313382,-0.8721521181340722,1,0,0,0,0,0,0,0,0,0
528,-1.261070499803882,-1.2513399618094116,-1.0391057850332424,0.847771755895755,0.0032649463973939427,1.1323501617566427,-0.6874365972085754,0,0,0,0,0,1,0,0,0,0
41,0.5989731512443237,0.10024041328477439,0.38768673352119604,0.8825582417013618,0.007607426028698683,0.5829508918197266,-0.03382505568372686,1,0,0,0,0,0,0,0,0,0
178,-4.076771912264868,-1.8800398012505095,0.7130955535423843,-2.035007269537192,0.0004120672529097647,-0.3187408389598095,-1.4915263492373785,0,1,0,0,0,0,0,0,0,0
584,-0.11057025069714142,0.17520273398318703,0.0932692296925024,0.7242452646258098,0.042738646268844604,-0.8703998387261371,0.3498925772388481,0,0,0,0,0,1,0,0,0,0
747,1.163360737017156,0.669361171992213,-0.4187612117487038,0.6631228349337215,0.056966528296470635,-0.9426288679966434,0.5667890053255837,0,0,0,0,0,0,0,1,0,0
133,-2.9420633319060863,-0.9137071673674593,0.0932692296925024,-2.666471607987823,0.0006079697632230817,0.596941860502748,-1.177834658915661,0,1,0,0,0,0,0,0,0,0
